avatar_f9f2ca src,username_f9f2ca,timestamp_f9f2ca,separator_f9f2ca,markup_f8f345,markup_f8f345 (2),markup_f8f345 (3),markup_f8f345 (4),markup_f8f345 (5),markup_f8f345 (6),markup_f8f345 (7),edited_f9f2ca,latin24CompactTimeStamp_f9f2ca,separator_f9f2ca (2),markup_f8f345 (8),markup_f8f345 (9),markup_f8f345 (10),markup_f8f345 (11),markup_f8f345 (12),emoji src,avatarDecoration_f9f2ca src,reactionCount_ec6b19,emoji src (2),reactionCount_ec6b19 (2),emoji src (3),reactionCount_ec6b19 (3),emoji src (4),reactionCount_ec6b19 (4),mention,anchor_af404b href,anchor_af404b,anchor_af404b href (2),anchor_af404b (2),anchor_af404b href (3),anchor_af404b (3),embedDescription_b0068a,embedDescription_b0068a (2),embedDescription_b0068a (3),embedDescription_b0068a (4),embedDescription_b0068a (5),embedDescription_b0068a (6),embedDescription_b0068a (7),embedDescription_b0068a (8),embedFieldName_b0068a,embedFieldValue_b0068a,embedFieldValue_b0068a (2),embedFieldValue_b0068a (3),embedFieldValue_b0068a (4),video_f72aac src,originalLink_d4597d href,loadingOverlay_d4597d src,anchor_af404b (4),embedVideoImageComponentInner_b0068a src,anchor_af404b href (5),anchor_af404b (5),embedFieldName_b0068a (2),embedFooterIcon_b0068a src,embedFooterText_b0068a,markup_f8f345 (13),embedDescription_b0068a (9),embedDescription_b0068a (10),embedFieldValue_b0068a (5),markup_f8f345 (14),markup_f8f345 (15),markup_f8f345 (16),markup_f8f345 (17),markup_f8f345 (18),markup_f8f345 (19),markup_f8f345 (20),markup_f8f345 (21),markup_f8f345 (22),markup_f8f345 (23),markup_f8f345 (24),markup_f8f345 (25),markup_f8f345 (26),embedAuthorIcon_b0068a src,embedDescription_b0068a (11),embedDescription_b0068a (12),lazyImg_cda674 src,embedProvider_b0068a,nowrap_aeef8c,name_bf515c,markup_f8f345 (27),markup_f8f345 (28),markup_f8f345 (29),markup_f8f345 (30),markup_f8f345 (31),markup_f8f345 (32),markup_f8f345 (33),markup_f8f345 (34),markup_f8f345 (35),markup_f8f345 (36),markup_f8f345 (37),markup_f8f345 (38),markup_f8f345 (39),markup_f8f345 (40),markup_f8f345 (41),markup_f8f345 (42),markup_f8f345 (43),markup_f8f345 (44),markup_f8f345 (45),markup_f8f345 (46),markup_f8f345 (47),markup_f8f345 (48),markup_f8f345 (49),markup_f8f345 (50),markup_f8f345 (51),markup_f8f345 (52),markup_f8f345 (53),markup_f8f345 (54),markup_f8f345 (55),markup_f8f345 (56),markup_f8f345 (57),markup_f8f345 (58),markup_f8f345 (59),markup_f8f345 (60),markup_f8f345 (61),markup_f8f345 (62),markup_f8f345 (63),markup_f8f345 (64),markup_f8f345 (65),markup_f8f345 (66),markup_f8f345 (67),markup_f8f345 (68),markup_f8f345 (69),markup_f8f345 (70),markup_f8f345 (71),markup_f8f345 (72),markup_f8f345 (73),markup_f8f345 (74),markup_f8f345 (75),markup_f8f345 (76),markup_f8f345 (77),markup_f8f345 (78),markup_f8f345 (79),markup_f8f345 (80),markup_f8f345 (81),markup_f8f345 (83),markup_f8f345 (84),markup_f8f345 (85),markup_f8f345 (86),markup_f8f345 (87),markup_f8f345 (88),markup_f8f345 (89),markup_f8f345 (90),markup_f8f345 (91),markup_f8f345 (92),markup_f8f345 (93),markup_f8f345 (94),markup_f8f345 (95),markup_f8f345 (96),markup_f8f345 (97),markup_f8f345 (98),markup_f8f345 (99),roleIcon_afae9f src,content_d76df7,username_de3235,emoji src (5),emoji src (6),emoji src (7),emoji src (8),emoji src (9),embedDescription_b0068a (13),embedDescription_b0068a (14),embedDescription_b0068a (15),botText_a9e77f,embedVideo_b0068a src,blockquoteContainer_f8f345,embedFieldName_b0068a (3),embedFieldValue_b0068a (6),obscuredTextContentInner_aa9639,embedProvider_b0068a (2),originalLink_d4597d href (2),anchor_af404b href (6),embedDescription_b0068a (16),embedDescription_b0068a (17),blockquoteContainer_f8f345 (2),blockquoteContainer_f8f345 (3),obscuredTextContentInner_aa9639 (2),embedGalleryImageElement_b0068a src,embedGalleryImageElement_b0068a src (2),originalLink_d4597d href (3),embedFooterSeparator_b0068a,replyAvatar_f9f2ca src,repliedTextContent_f9f2ca,repliedTextContent_f9f2ca (2),username_f9f2ca (2),repliedTextContent_f9f2ca (3),repliedTextContent_f9f2ca (4),repliedTextContent_f9f2ca (5),anchor_af404b href (8),anchor_af404b (7),anchor_af404b (8),anchor_af404b href (10),anchor_af404b (9),anchor_af404b href (14),anchor_af404b (6),embedDescription_b0068a (18),embedDescription_b0068a (19),embedDescription_b0068a (20),embedDescription_b0068a (21),embedDescription_b0068a (22),embedDescription_b0068a (23),embedDescription_b0068a (24),embedDescription_b0068a (25),embedDescription_b0068a (26),embedDescription_b0068a (27),mention (2),repliedTextContent_f9f2ca (6),repliedTextContent_f9f2ca (7),repliedTextContent_f9f2ca (8),repliedTextContent_f9f2ca (9),lazyImg_cda674 src (2),reactionCount_ec6b19 (5),reactionCount_ec6b19 (6),emoji src (10),emoji src (11),emoji src (12),reactionCount_ec6b19 (12),loadingOverlay_d4597d src (2)
https://cdn.discordapp.com/avatars/342029516639698946/95915a2bb4d6a6518f8f698d71c8c1b8.webp?size=160,Dustyn,"— 
 9/14/20, 3:36 PM",—,Here’s that game I had mentioned in chat,", Night Trap",. Re,-released in,2,0,1,,,,7,. Also available on PS4,", and Switch",. It’d be fun for a stream,!,,,,,,,,,,@MiltonTPike1,https://store.steampowered.com/app/643620/Night_Trap__25th_Anniversary_Edition/,https://store.steampowered.com/app/643620/Night_Trap__25th_Anniversary_Edition/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/643620/Night_Trap__25th_Anniversary_Edition/,Night Trap,Originally developed by Digital Pictures in 1987 and released in 1992,", Night Trap has been completely rebuilt",", bringing it to a level of video quality never before seen",.,,,,,Price,$,1,4,0.99,https://images-ext-1.discordapp.net/external/eh0FvyZIUELPwJaMV-J5LQb3H4hkOuGzAMOmLeANKSI/%3Ft%3D1501945315/https/steamcdn-a.akamaihd.net/steam/apps/256691230/movie_max.webm,,,,,,- 25th Anniversary Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/365243945262907403/e11d484494aa4700c1ea175e68189e46.webp?size=160,Le Old Bananas' BammyJ007,"— 
 9/20/20, 9:35 AM",—,game suggestion Spelunky 2,( comes out in 8 days on stream,),,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/418530/Spelunky_2/,https://store.steampowered.com/app/418530/Spelunky_2/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/418530/Spelunky_2/,Spelunky 2,Spelunky returns in this greatly,-expanded sequel to the original roguelike platformer,! Meet the next generation of explorers as they find themselves on the Moon,", searching for treasure and missing family",. Spelunky 2 builds upon the unique,", randomized challenges that made the o",.,.,Release Date,Sep 29,", 2020",,,https://images-ext-1.discordapp.net/external/6DntNtAQak1EKQM1T1k9hk4USqi7BAOsKJz6bDhnkxc/%3Ft%3D1597426289/https/steamcdn-a.akamaihd.net/steam/apps/256796140/movie_max_vp9.webm,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/189888494200553473/d49a58a9c54c6824f2484ed6ca0a502b.webp?size=160,FiveAcross,"— 
 9/21/20, 5:43 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/408900/Unfortunate_Spacemen/,https://store.steampowered.com/app/408900/Unfortunate_Spacemen/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/408900/Unfortunate_Spacemen/,Unfortunate Spacemen,Unfortunate Spacemen is a multiplayer game about space,-based murder in space,! Spacemen work diligently to be rescued from their failing outpost,", but not everyone is who they claim to be",.,.,. Death is part of life in space,", and you",Recommendations,218,,,,https://images-ext-1.discordapp.net/external/HPCvoaY4BrTT4uvwFbkjIRUO6xL-AWDc-vYuABxa8KU/%3Ft%3D1592226585/https/steamcdn-a.akamaihd.net/steam/apps/256789280/movie_max_vp9.webm,,,,,,,,,,,re no exception to the rule,,,,,,,,,,,,,,,,,. Paranoia runs ramp,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/290673917243293696/af6517c45751834c9fdeca6c876832d9.webp?size=160,Lord Walrus,"— 
 9/27/20, 4:34 PM",—,I think Milton should play this game with the Jaboody boys and Classy,", it",s spoopy and fun,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/739630/Phasmophobia/,https://store.steampowered.com/app/739630/Phasmophobia/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/739630/Phasmophobia/,Phasmophobia,Phasmophobia is a 4 player online co,-op psychological horror where you and your team members of paranormal investigators will enter haunted locations filled with paranormal activity and gather as much evidence of the paranormal as you can,. You will use your ghost hunting equip,.,.,.,,,Price,$,1,3,0.99,https://images-ext-1.discordapp.net/external/5-UfVOX_IdDw-2upl2ikfs3In9t0EkuADf7rokT4CH4/%3Ft%3D1583525286/https/steamcdn-a.akamaihd.net/steam/apps/256776660/movie_max.webm,,,,,,,Recommendations,,,,,,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/560589320419803138/8e35274c7b760637bf3834b3bb6514e3.webp?size=160,DA SONIC BOOM,"— 
 9/28/20, 12:14 AM",—,I just finished playing with my friend and holy smokes this game is so fun,(make sure push to talk is off so you can talk in game and use the walkie talkies when needed,) This game is 4 player and super scary and funny with friends,!,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/739630/Phasmophobia/,https://store.steampowered.com/app/739630/Phasmophobia/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/739630/Phasmophobia/,Phasmophobia,Phasmophobia is a 4 player online co,-op psychological horror where you and your team members of paranormal investigators will enter haunted locations filled with paranormal activity and gather as much evidence of the paranormal as you can,. You will use your ghost hunting equip,.,.,.,,,Price,$,1,3,0.99,https://images-ext-1.discordapp.net/external/5-UfVOX_IdDw-2upl2ikfs3In9t0EkuADf7rokT4CH4/%3Ft%3D1583525286/https/steamcdn-a.akamaihd.net/steam/apps/256776660/movie_max.webm,,,,,,,Recommendations,,,,,,2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/522862846821007372/2ec18e0e8f007347d68d04344b1a12f6.webp?size=160,Lou,"— 
 9/28/20, 11:23 AM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/362680/Fran_Bow/,https://store.steampowered.com/app/362680/Fran_Bow/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/362680/Fran_Bow/,Fran Bow,Fran Bow is a creepy adventure game that tells the story of Fran,", a young girl struggling with a mental disorder and an unfair destiny",.After witnessing the gruesome and mysterious loss of her parents,", found dismembered at their home",", Fran rushes into the woods",", together with h",.,.,Price,$,1,4,0.99,https://images-ext-1.discordapp.net/external/EWUUC8XKDfKo-1o9G-BV3Vz_mqkmbffcaV09OdM3nBA/%3Ft%3D1447377310/https/steamcdn-a.akamaihd.net/steam/apps/256655173/movie_max.webm,,,,,,,Recommendations,,,,.,,6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metacritic,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://discord.com/assets/999edf6459b7dacdcadf.png,Deleted User,"— 
 10/19/20, 10:46 AM",—,a game I,m really hyped about,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/1194630/The_Dark_Pictures_Anthology_Little_Hope,https://store.steampowered.com/app/1194630/The_Dark_Pictures_Anthology_Little_Hope,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1194630/The_Dark_Pictures_Anthology_Little_Hope,The Dark Pictures Anthology,The Dark Pictures Anthology is a series of intense,", standalone",", branching cinematic horror games featuring single and multiplayer modes",.4 college students and their professor become stranded in the abandoned town of Little Hope,. Trapped by an impenetrable fog they try despera,.,.,.,Price,$,2,9,0.99,https://images-ext-1.discordapp.net/external/8b-EqFMCT4-Irf0pYMmHe7YLU_47_S-Bqx6XrvnsnH4/%3Ft%3D1598274286/https/steamcdn-a.akamaihd.net/steam/apps/256796309/movie_max_vp9.webm,,,,,,: Little Hope,Release Date,,,,,,30 Oct 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/79075051093106688/52bf9855e3018749d24470eb668cf37e.webp?size=160,Audio Atmosphere,"— 
 10/22/20, 12:52 PM",—,This is gonna be the game to stream when it comes out,,,,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_386445551be850bb16b73a225d0d0602.png?size=240&passthrough=false,,,,,,,,,https://store.steampowered.com/app/1327200/Redneck_Party/,https://store.steampowered.com/app/1327200/Redneck_Party/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1327200/Redneck_Party/,Redneck Party,Y,all ready for a ride like none other,? I,m talkin, beer,", fine country ladies",", and the craziest decked out trucks you ever done seen",. I,Release Date,Coming Soon,,,,https://images-ext-1.discordapp.net/external/u-yqjWvz2Y6TwKA3r5LMKZJfpNOcF5LmUyEYFv4cwEs/%3Ft%3D1592485105/https/steamcdn-a.akamaihd.net/steam/apps/256786174/movie_max_vp9.webm,,,,,,,,,,,m talkin,,,,,,,,,,,,,,,,, Redneck Party,", boy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,! Show off your skills as you fix and upgrade some serious horsepower,. Customise your wheels by painting body col,.,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/79075051093106688/52bf9855e3018749d24470eb668cf37e.webp?size=160,Audio Atmosphere,"— 
 10/22/20, 1:35 PM",—,I found another KKona game,,,,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_386445551be850bb16b73a225d0d0602.png?size=240&passthrough=false,,,,,,,,,https://store.steampowered.com/app/1418380/Forester_Simulator/,https://store.steampowered.com/app/1418380/Forester_Simulator/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1418380/Forester_Simulator/,Forester Simulator,Take care of a forest,", chill out in nature",", and protect it from people that just don’t care",! You play as a forester whose job is usually quiet and peaceful but sometimes could be a real thrill,. Cut trees using big machines or chase wood thieves on quads,. Be kind to animals,", fe",.,Release Date,TBA,,,,https://images-ext-1.discordapp.net/external/O-ZLhDFQizbXWjGboj0k-uzsSwyt5AACrLy23dgNV_M/%3Ft%3D1603210129/https/steamcdn-a.akamaihd.net/steam/apps/256800924/movie_max_vp9.webm,,,,,,,,,,,.,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/139258742284877825/729a28039ce546ce83787651be87b91b.webp?size=160,cosmicember,"— 
 10/27/20, 12:43 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/654880/Dream_Daddy_A_Dad_Dating_Simulator/,https://store.steampowered.com/app/654880/Dream_Daddy_A_Dad_Dating_Simulator/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/654880/Dream_Daddy_A_Dad_Dating_Simulator/,Dream Daddy,Dream Daddy,: A Dad Dating Simulator is a game where you play as a Dad and your goal is to meet and romance other hot Dads,. You and your daughter have just moved into the sleepy seaside town of Maple Bay only to discover that everyone in your neighborhood is a single,", dateable",.,.,.,,Price,$,1,4,0.99,https://images-ext-1.discordapp.net/external/zIFObsHjJLrKO6z9qXAX9kHD3ppjSSRQmrgiKHd8QBI/%3Ft%3D1600345767/https/steamcdn-a.akamaihd.net/steam/apps/256690728/movie_max.webm,,,,,,: A Dad Dating Simulator,Recommendations,,,,,,3758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metacritic,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/139258742284877825/729a28039ce546ce83787651be87b91b.webp?size=160,cosmicember,"— 
 10/27/20, 12:44 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/310080/Hatoful_Boyfriend/,https://store.steampowered.com/app/310080/Hatoful_Boyfriend/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/310080/Hatoful_Boyfriend/,Hatoful Boyfriend,Congratulations,! You’ve been accepted as the only human student at the prestigious St,. PigeoNation’s Institute,", a school for talented birds",! Roam the halls and find love in between classes as a sophomore student at the world’s greatest pigeon high school,. Finding happiness won,.,.,Price,$,9,0.99,4315,https://images-ext-1.discordapp.net/external/mvU1QgpOkQiB2djg2XC5oOQbOTtTmUPKf12U00nvANM/%3Ft%3D1447362756/https/steamcdn-a.akamaihd.net/steam/apps/2033486/movie_max.webm,,,,,,,Recommendations,,,,.,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metacritic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/276912568721866753/11ca3f52e77b2712f662077456b65059.webp?size=160,maki ‹𝟥,"— 
 10/27/20, 12:44 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/787480/Phoenix_Wright_Ace_Attorney_Trilogy/,https://store.steampowered.com/app/787480/Phoenix_Wright_Ace_Attorney_Trilogy/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/787480/Phoenix_Wright_Ace_Attorney_Trilogy/,Phoenix Wright,The classic courtroom adventure series that has sold over,6,.7 million copies worldwide is finally here,. Become Phoenix Wright and experience the thrill of battle as you fight to save your innocent clients in a court of law,. Play all 14 episodes,", spanning the first three games",",",.,Price,$,2,9,0.99,https://images-ext-1.discordapp.net/external/bc1KkLWlc2podp3fe8cuTtWAq4-jUeNHvXRF_MVr1lc/%3Ft%3D1566464278/https/steamcdn-a.akamaihd.net/steam/apps/256759766/movie_max.webm,,,,,,: Ace Attorney Trilogy,Recommendations,,,,.,,6926,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metacritic,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/139258742284877825/729a28039ce546ce83787651be87b91b.webp?size=160,cosmicember,"— 
 10/27/20, 12:44 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/1121910/I_Love_You_Colonel_Sanders_A_Finger_Lickin_Good_Dating_Simulator/,https://store.steampowered.com/app/1121910/I_Love_You_Colonel_Sanders_A_Finger_Lickin_Good_Dating_Simulator/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1121910/I_Love_You_Colonel_Sanders_A_Finger_Lickin_Good_Dating_Simulator/,I Love You,From the same people who brought you the bucket of chicken,", comes the world’s first Colonel Sanders dating simulator",. I Love You,", Colonel Sanders",! A Finger Lickin’ Good Dating Simulator follows you,", a promising culinary student",", as you try to date your classmate",", Colonel Sande",,,,,,https://images-ext-1.discordapp.net/external/ApjAj_quyEuIN3igidGeCAr0xUT3ACJPJn1gKqLgs3I/%3Ft%3D1568087723/https/steamcdn-a.akamaihd.net/steam/apps/256759306/movie_max.webm,,,,,,", Colonel Sanders",,,,,.,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/579382211573448715/a_12196db0e252900431f14aefebcd3c27.webp?size=160,MsTreevious,"— 
 10/27/20, 12:45 PM",—,not a dating sim but still worth the look,,,,,,,,,,,,,,,https://cdn.discordapp.com/emojis/720488941219872820.webp?size=80,,2,,,,,,,,https://store.steampowered.com/app/413410/Danganronpa_Trigger_Happy_Havoc/,https://store.steampowered.com/app/413410/Danganronpa_Trigger_Happy_Havoc/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/413410/Danganronpa_Trigger_Happy_Havoc/,Danganronpa,Hope,s Peak Academy is home to Japan,s best and brightest high school students—the beacons of hope for the future,. But that hope suddenly dies when Makoto Naegi and his classmates find themselves imprisoned in the school,", cut off from the outside world and subject to the whims",.,.,.,Price,$,1,9,0.99,https://images-ext-1.discordapp.net/external/-egR-C37VlBftG7HuPLvyGVZXH9opUBb9duN06SZGwg/%3Ft%3D1455822699/https/steamcdn-a.akamaihd.net/steam/apps/256660841/movie_max.webm,,,,,,: Trigger Happy Havoc,Recommendations,,,,,,12350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metacritic,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/217330503471202306/a_df01a8cf168ec06603cc59e178ce85f1.webp?size=160,Bellumm,"— 
 10/27/20, 12:45 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/970570/CHAOSCHILD/,https://store.steampowered.com/app/970570/CHAOSCHILD/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/970570/CHAOSCHILD/,CHAOS,It,s been six years since a massive earthquake leveled the city of Shibuya,. Now,", in October 2015",", while researching a number of recent murders",", Takuru Miyashiro realizes a horrible truth",. These murders are the return of a series of killings that plunged Shibuya into terror six,.,Price,$,3,4,0.99,https://images-ext-1.discordapp.net/external/jAZY8KKSp105SMZDUuEnkN-6u9U5wZNZW8Yj3F2le78/%3Ft%3D1548037901/https/steamcdn-a.akamaihd.net/steam/apps/256740860/movie_max.webm,,,,,,;CHILD,Recommendations,,,,.,,1029,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/95644648730525696/bf315fbc5ead407921bbe7ae8507a882.webp?size=160,Sam Ryder,"— 
 10/27/20, 12:48 PM",—,A fun dating sim that is super gender inclusive and REALLY chaotic,! The second game just came out last Friday,!,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/743450/Monster_Prom/,https://store.steampowered.com/app/743450/Monster_Prom/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/743450/Monster_Prom/,Monster Prom,Content CautionMonster Prom features mature themes,", naughty words and some objectively bawdy scenarios",", not suited for the sheepish or the faint of heart",. Please bear this in mind before playing,.,-,-There’s only 3 weeks left before prom and you haven’t got a date yet,.,Price,$,3,0.72,5913,https://images-ext-1.discordapp.net/external/JjI7Xf6mfNWE9b0_uZX5C9Lkt83mQ5wlYV-TbbeQuF4/%3Ft%3D1579918502/https/steamcdn-a.akamaihd.net/steam/apps/256715463/movie_max.webm,,,,,,,Recommendations,,,,.and you’re,,73,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,Metacritic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/247735771568537610/ba79034156c7c1cc67d60c85e8364f52.webp?size=160,Labat,"— 
 10/29/20, 12:06 PM",—,So we,ve been playing this and I think it,s a hidden gem,. It,s,"""Granny Simulator",,(edited),,,", supports 2",- 8 players,", and it",s a super funny PVP experience,. You either play as the Granny who is trying to complete tasks,https://cdn.discordapp.com/emojis/333055633861640192.webp?size=80,,1,,,,,,,,https://store.steampowered.com/app/1053680/Granny_Simulator/,https://store.steampowered.com/app/1053680/Granny_Simulator/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1053680/Granny_Simulator/,Granny Simulator,In Granny Simulator there are two players,", a feeble old grandmother and her lovely grandson",. The grandmothers objective is to complete her every day routine while the grandson utilizes uncanny violence and pure brutality to stop her,.,,,,,Price,$,2,0.49,1285,https://images-ext-1.discordapp.net/external/d6O93PKV3QgKc4UeDmoBG6FDF4NrOHxRoIbShWO_IfM/%3Ft%3D1554343887/https/steamcdn-a.akamaihd.net/steam/apps/256747128/movie_max.webm,,,,,,,Recommendations,,,.,,,,.,.or the toddler who is trying to kill the grandmother,. Very similar to,"""Who",s Your Daddy,""" and I",d love to see Milton give this a shot,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
